transcription,rewritten_transcript,translation,decoded_phonemes,split
lə̀vé t̪álvə̀lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,lə̀ré t̪ál və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,l e v e t̪ a l v l e ð o i d̪ o l o m e t̪ i m i i,train
lə̀vé t̪álvə̀lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,lə̀ré t̪ál və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,l v e t̪ a l v l e ð o i ð o l o n e t̪ m i ŋ ɪ,train
kə̀vé t̪áŋvə́lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,kàtɛ́ t̪áŋɛ̂ və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,He was pulling the roots when I arrived,k v e t̪ a ŋ v l e ð o i d o l o m e t̪ i m e ŋ i,train
kə̀vé t̪áŋvə́lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,kàtɛ́ t̪áŋɛ̂ və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e t a m v l i ð a e d l,train
kə̀vé t̪áŋvə́lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,kàtɛ́ t̪áŋɛ̂ və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,v e t̪ a ŋ v l e ð ə i d a l a t̪ m ɪ ŋ i,train
kə̀vé t̪áŋvə́lɛ̀ðɔ́ édɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,kàtɛ́ t̪áŋɛ̂ və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k ɛ v e t̪ a v l ɛ d̪ ɔ ɾ a n t̪ a m ɛ ɲ,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,He had pulled the roots (here) when I arrived,k ɛ v e k l ə ð a i ð o l ɔ t̪ i m i n i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e k v l e ð a i d o l o n t̪ e m i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e k ə v a l i ð a i d̪ o l ɔ n t̪ e m i ŋ i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e k v l e ð a i d o l ɔ t̪ e m i ŋ i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v ɛ k ə v l ɛ ð ə i d o l ɔ n t̪ i m i ŋ i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e k v ə l i ð a d ɔ l ɔ n e t̪ i l ɪ ŋ,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,r e k v l e ð e l o ɾ a n t̪ e m i ŋ,train
kə̀vé kàvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìmíŋí,kàtɛ́ kà və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋí,He had pulled the roots (away) when I arrived,v e k a v l e ð i d ə l t m i,train
kə̀vé kàvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìmíŋí,kàtɛ́ kà və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋí,n/a,k a v l e ð e i ð ə l ɔ n t̪ m i ŋ i,train
kə̀vé kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìmíŋì,kàtɛ́ kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,k v e k v l e ð o i d o l o n e t̪ m i ŋ i,train
kə̀vé kàvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìmíŋí,kàtɛ́ kà və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋí,n/a,v e k a v l e ð e i d o l o n e t̪ i m ɪ i,train
kə̀vé kàvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìmíŋí,kàtɛ́ kà və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋí,n/a,w e k ə b l e ð e i ð o l o t̪ i m i ŋ i,train
lə̀vé lə̀vɛ̀lɛ̀ðɔ́ édɔ̀ɽɔ̌ ń t̪ìmíŋì,lə̀ré lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ ń t̪ìdíŋì,They had pulled the roots (here) when I arrived,l a v e l v l e ð ɔ e d ɔ l ɔ t i m i i,train
lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ ńt̪ìmíŋì,lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nə́t̪ìjíŋì,They pulled the roots (towards) after I arrived,e l v l e ð a e ð o l o n t̪ e m ɪ ŋ i,train
lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ ńt̪ìmíŋì,lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nə́t̪ìjíŋì,n/a,a l v l e ð o i ð o l o n t̪ m ɪ ŋ,train
lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ ńt̪ìmíŋì,lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ nə́t̪ìjíŋì,n/a,l a v l ɛ ɟ a i ɾ a a l a n t̪ i n i,train
làvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ ńt̪ìmìŋì,là və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nə́t̪ìjíŋì,They pulled the roots (away) after I arrived,l a v l e ð e e ð o l ɔ n t̪ e m i ŋ i,train
lə̀vé làvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,lə̀ré là və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,They had pulled the roots (away) when I arrived,l v e l a v l e ð e ð ɾ o n e t̪ m ɪ ŋ i,train
lə̀vé làvə́lɛ̀ðɛ̀ èdɔ̀ɽɔ̌ nɛ́ t̪ìmíŋì,lə̀ré là və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ nɛ́ t̪ìdíŋì,n/a,l ə v e l a v l i ð e i d o ɾ o n e t̪ m ɪ ŋ i,train
lə̀və̀rlɛ̀ðɔ́ édɔ̀ɽɔ̀ kɔ́ɲà,lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ kɔ́ɽà,n/a,l a v ɾ l e ð a e ð o l a k o ɲ a,train
lə̀və̀rlɛ̀ðɔ́ édɔ̀ɽɔ̀ kɔ́ɲà,lə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ kɔ́ɽà,n/a,l e v r l e ð o i ð o l a k o ɲ a,train
lávə́rlɛ̀ðɛ̀ édɔ̀ɽɔ̀ kɔ́ɲà,lá və́lɛ̀ðɛ̀ édɔ̀ɽɔ̀ kɔ́ɽà,They have pulled (away) a lot of roots,l a v ɾ l e ð e i ð o l o k o ɲ a,train
lávə́rlɛ̀ðɛ̀ édɔ̀ɽɔ̀ kɔ́ɲà,lá və́lɛ̀ðɛ̀ édɔ̀ɽɔ̀ kɔ́ɽà,n/a,l a v ɾ l e ð e ð o l o k o ɲ a,train
ðàŋàl ðà áprí və́lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ðàŋàl ðà ápɾí və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,They boy pulled the sheep (away) yesterday,d̪ a ŋ ð a a p ɾ i b l e ð ə ʊ n e ɾ,train
ðàŋàl ðà áprí və́lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ðàŋàl ðà ápɾí və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,d̪ ə m a l d̪ a p r ɪ b l e ð e w n e,train
ðàŋàl ðà áprí və́lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,ðàŋàl ðà ápɾí və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,l a ŋ a l ð a p ɾ b l i ð ɛ n a ɾ,train
àprí jà ðáŋàl və̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,àpɾí jà ðáŋàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,The sheep pulled the boy away yesterday,a p ɾ e i a ð a ŋ a l v l e ð e ʊ n a ɾ e,train
àprí jà ðáŋàl və̀lɛ̀ðɛ̀ ùnɛ̀ɾɛ̀,àpɾí jà ðáŋàl və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,n/a,a p r i a ð a ŋ a l v l i ð e u n e r e,train
ðàŋàl ðá áprí və́lɛ̀ðà nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðà nd̪ɔ̀bà,The boy will pull the sheep away tomorrow,d̪ ə m a ð a p ɾ ə b l e d̪ a d̪ o b a,train
ðàŋàl ðá áprí və́lɛ̀ðà nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðà nd̪ɔ̀bà,n/a,l a ŋ a l ð a p ɾ ɔ i b l e ð ə n d̪ o b a,train
ðàŋàl ðá áprí və́lɛ̀ðà nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðà nd̪ɔ̀bà,n/a,ð a l a p r ɛ v l e ð ə d̪ o v a,train
àprí já ðáŋàl və̀lɛ̀ðà nd̪ɔ̀bà,àpɾí já ðáŋàl və́lɛ̀ðà nd̪ɔ̀bà,The sheep will pull the boy away tomorrow,a p ɾ i j a ð a ŋ a l v l e ð ə d̪ o v a,train
àprí já ðáŋàl və̀lɛ̀ðà nd̪ɔ̀bà,àpɾí já ðáŋàl və́lɛ̀ðà nd̪ɔ̀bà,n/a,a p ɾ i i a ð a a l v l e ð ə d̪ o v a,train
àprí jávə̀lɛ̀ðɔ́ ðáŋàlà nd̪ɔ̀bà,àpɾí já və̀lɛ̀ðɔ́ ðáŋàlà nd̪ɔ̀bà,The boy will pull the sheep (towards) tomorrow,a p ɾ ə j a b l ə ð o ð a ŋ a l a d̪ o b a,train
àprí jávə̀lɛ̀ðɔ́ ðáŋàlà nd̪ɔ̀bà,àpɾí já və̀lɛ̀ðɔ́ ðáŋàlà nd̪ɔ̀bà,n/a,a p ɾ ɪ a b l e ð o ð n a l a d̪ o v a,train
ðàŋàl ðá áprí və́lɛ̀ðɔ́ nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðɔ́ nd̪ɔ̀bà,The boy will pull the sheep (towards) tomorrow,d̪ a ŋ a l ð a p ɾ i v l e ð a d̪ o v a,train
ðàŋàl ðá áprí və́lɛ̀ðɔ́ nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðɔ́ nd̪ɔ̀bà,n/a,l a ŋ a l d̪ a p r ɛ v l e d̪ o n d̪ o v a,train
ðàŋàl ðá áprí və́lɛ̀ðɔ́ nd̪ɔ̀bà,ðàŋàl ðá ápɾí və́lɛ̀ðɔ́ nd̪ɔ̀bà,n/a,ð a ŋ a l ð a p r e v l i ð o n d̪ o v a,train
àprí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,àpɾí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,The sheep will pull the boy (towards) tomorrow,a p ɾ e i a ð a m a l v l e ð a n d̪ o v a,train
àprí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,àpɾí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,n/a,a p ɾ i a ð n a l v l e ð o n o v a,train
àprí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,àpɾí já ðáŋàl və̀lɛ̀ðɔ́ nd̪ɔ̀bà,n/a,a p r i a d ɛ a l v l e d ɔ d ɔ v a,train
ðàŋàl ðə̀və̀lɛ̀ðɔ́ áprí ùnɛ̀ɾɛ̀,ðàŋàl ðə̀və̀lɛ̀ðɔ́ ápɾí ùnɛ́ɾɛ́,The boy pulled the sheep (towards) yesterday,d̪ a a l d̪ b l e ð o a p ɾ i w n e ɾ e,train
ðàŋàl ðə̀və̀lɛ̀ðɔ́ áprí ùnɛ̀ɾɛ̀,ðàŋàl ðə̀və̀lɛ̀ðɔ́ ápɾí ùnɛ́ɾɛ́,n/a,d̪ a a l d̪ v l ə ð o a p ɾ e ʊ n a ɾ ə,train
ðàŋàl ðə̀və̀lɛ̀ðɔ́ áprí ùnɛ̀ɾɛ̀,ðàŋàl ðə̀və̀lɛ̀ðɔ́ ápɾí ùnɛ́ɾɛ́,n/a,ɡ a ŋ a l ð ə v l e ð o a p e n a ɾ e,train
àprí jə̀vɛ̀lɛ̀ðɔ́ ðáŋàl ùnɛ̀ɾɛ̀,àpɾí jə̀və̀lɛ̀ðɔ́ ðáŋàl ùnɛ́ɾɛ́,The sheep pulled the boy (towards) yesterday,a p ɾ i v l e ð o ð ŋ a l ʊ n ɾ e,train
àprí jə̀vɛ̀lɛ̀ðɔ́ ðáŋàl ùnɛ̀ɾɛ̀,àpɾí jə̀və̀lɛ̀ðɔ́ ðáŋàl ùnɛ́ɾɛ́,n/a,a p ɾ ɪ v l e ð a ð a ŋ a l ʊ n a ɾ e,train
lùrnɔ̀ lávə́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,lùrnɔ̀ lá və́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,The grandchildren will pull roots tomorrow,l ʊ r n o l a b l e ð a ɛ ɾ o l a n d̪ o b a,train
lùrnɔ̀ lávə́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,lùrnɔ̀ lá və́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,n/a,l ʊ r n o l a v l e ð a e ð o l o n d̪ o b a,train
lùrnɔ̀ lávə́lɛ̀ðǎ,lùrnɔ̀ lá və́lɛ̀ðà,The grandchildren will pull ,d̪ ʊ r n ɔ l a b l e ð a,train
lùrnɔ̀ lávə́lɛ̀ðà,lùrnɔ̀ lá və́lɛ̀ðà,The grandchildren will pull,k o r n e l a v l e ð a,train
lùrnɔ̀ lávə́lɛ̀ðà,lùrnɔ̀ lá və́lɛ̀ðà,n/a,t̪ o r n o l a b l e ð a,train
lùrnɔ̀ lávə̀lɛ̀ðɔ́,lùrnɔ̀ lá və̀lɛ̀ðɔ́,The grandchildren will pull ,o r n o l a v e ð o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ̀,lùrnɔ̀ lá və̀lɛ̀ðɔ́,The grandchildren will pull ,l o r n a l a b l e ð o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ́,lùrnɔ̀ lá və̀lɛ̀ðɔ́,n/a,l ʊ ɾ n o l a b l e ð o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ̀,lùrnɔ̀ lá və̀lɛ̀ðɔ́,n/a,l u ɾ n o l a b l e o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ́,lùrnɔ̀ lá və̀lɛ̀ðɔ́,n/a,l ʊ ɾ n o l a b l e ð o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ̀,lùrnɔ̀ lá və̀lɛ̀ðɔ́,n/a,l o r n o l a b l e ð o,train
lùrnɔ̀ lávə̀lɛ̀ðɔ̀,lùrnɔ̀ lá və̀lɛ̀ðɔ́,n/a,l o r n o l a b l e ð o,train
lùrnɔ̀ láúrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,The grandchildren will laugh,l u r n o l o ɾ m ð o,train
lùrnɔ̀ láúrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,n/a,b o r n o l o r m a ð a,train
lùrnɔ̀ láúrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,n/a,l o ɾ m l a ɾ m ð o,train
lùrnɔ̀ láùrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,The grandchildren will laugh (far),l u ɾ n o l a ɾ m ð o,train
lùrnɔ̀ láùrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,n/a,l o ɾ n o l a ɾ m ð o,train
lùrnɔ̀ láùrmɛ̀ðɔ̀,lùrnɔ̀ lá úrmùðɔ̀,n/a,d̪ ʊ ɾ n o l a o ɾ m o ð o,train
mùðù kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì,mùðù kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì,the leopard killed the sheep in the pen,m u ð o k l e ɲ a t̪ o ð a ŋ a l a ð a ɾ b i,train
mùðù kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì,mùðù kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì,n/a,m o ð o k l e ɲ a t̪ a ð n a l a ð a ɾ b i,train
mùðù kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì,mùðù kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì,n/a,m o ð o k l i ɲ a t̪ a ð a n a l a ð a ɾ e b i,train
mùðù kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì,mùðù kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì,n/a,m u ð o k ɾ i ɲ a t̪ a ð a m a l a ð a ɾ e b i,train
kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì káɾɛ̀,kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì káɾɛ̀,it (leopard) killed the sheep in the pen,k r i ɲ e t̪ v a ŋ l a v ɛ r ɪ b ɪ k a r ɪ,train
mùðù kə̀ɽìŋàt̪ɔ́ ðáŋàlà ðɜ́ɽìbì káɾɛ̀,mùðù kàɽə̀ŋàt̪ɔ́ ðáŋàlà ðáɽìðì káɾɛ̀,the leopard killed the sheep in the pen,m o s ð o k l i ɲ a s o s a m a l a ð a r i b ɪ k a ɾ ɪ,train
àn ɛ́làɾà kə́ðìɲɔ́ úmùðù,àn làɾà kə́ðìɲɔ́ mùðù,it's the farmer that the leopard fears,a n e ɾ a ɾ a k e ð i ɲ o u m o l d̪ ʊ,train
àn ɛ́làɾà kə́ðìɲɔ́ úmùðù,àn làɾà kə́ðìɲɔ́ mùðù,n/a,n e ɾ a ɾ a k ð i ɲ o o m u ð o,train
àn ɛ́làɾà kə́ðìɲɔ́ múðù,àn làɾà kə́ðìɲɔ́ múðù,it's the farmer that the leopard fears,a n ɛ ɾ a l a k ɲ m o ð ʊ,train
àn ɛ́làɾà kə́ðìɲɔ́ múðù,àn làɾà kə́ðìɲɔ́ múðù,n/a,a n e l a ɾ a k ð ɲ a m u ð ʊ,train
àn ɛ́làɾà kə́ðìɲɔ́ múðù,àn làɾà kə́ðìɲɔ́ múðù,n/a,a n e l a ɾ a k ð i ɲ o m o ð u,train
àn múðù kə́ðìɲɔ́ ɛ́làɽà,àn múðù kə́ðìɲɔ́ ɛ́làɽà,it's the leopard that the farmer fears,a n m o ð o k ɾ ɲ o e ɾ a l a,train
àn múðù kə́ðìɲɔ́ ɛ́làɽà,àn múðù kə́ðìɲɔ́ ɛ́làɽà,n/a,a n m u ð o k e ð ɲ o e l a l a,train
àn ɔ́ndì kə́ðìɲìjí ɛ́làɽà àlò,àn ńdì kə́ðìɲìjí ɛ́làɽà àlú,what scares the farmer? ,ɛ n o n d̪ e k i ɾ ɲ i e l a l a a l o,train
àn ɔ́ndì kə́ðìɲìjí ɛ́làɽà àlò,àn ńdì kə́ðìɲìjí ɛ́làɽà àlú,n/a,a n o n d̪ e k e ð ɲ e e l a l a a l o,train
àn ɔ́ndì kə́ðìɲìjí ɛ́làɽà àlò,àn ńdì kə́ðìɲìjí ɛ́làɽà àlú,n/a,ə n o n ə k e ð ɲ i l a l a l o,train
àn ɔ́ndì kíðìɲɔ́ ɛ́làɽà,àn ńdì kə́ðìɲɔ́ ɛ́làɽà,What is the farmer afraid of?,ə n ɔ n d̪ i k k i ð i ɲ o l ɛ ɾ a l a,train
àn ɔ́ndì kíðìɲɔ́ ɛ́làɽà,àn ńdì kə́ðìɲɔ́ ɛ́làɽà,n/a,a n o n d i k k e ð i ɲ o e l o ɾ a,train
àn múðù kíðìɲɔ́ ɛ́làɽà,àn múðù kə́ðìɲɔ́ ɛ́làɽà,It's the leopard that fears the farmer,a n m ɔ ð ə k ɛ ð i ɲ o ɡ l a l a,train
àn múðù kíðìɲɔ́ ɛ́làɽà,àn múðù kə́ðìɲɔ́ ɛ́làɽà,n/a,a n m o ð k e ð i ɲ o e l a ɾ a,train
àn ɔ́ndì kíðìɲɔ́ ɛ́làɽà,àn ńdì kə́ðìɲɔ́ ɛ́làɽà,n/a,ə n a d e k d̪ ɲ ɛ l ɾ a,train
ɛ́làɽà kə̀dɔ̀ŋðɔ́ lə́vàvɾǎ,ɛ́làɽà kə̀dɔ̀ŋðɔ́ lə́vàvɾà,It's the farmer who pushed the bicycle,i a e l a l a k k d a ŋ d̪ a l v a v r a,train
ɛ̀làɽà kə̀dɔ̀ŋðɔ́ lə́vàvrǎ,ɛ̀làɽà kə̀dɔ̀ŋðɔ́ lə́vàvɾà,It's the farmer who pushed the bicycle,e l a l a k d d a l v a v a,train
ɛ́làɽà kə̀dɔ̀ŋðɔ́ lə́vàvrì,ɛ́làɽà kə̀dɔ̀ŋðɔ́ lə́vàvɾì,The bicycle pushed the farmer,i l a l a ɡ d d̪ ə l v a v r i,train
lə̀vàvɾì lìcə̀lò,lə̀vàvɾì lìcə̀lò,The bicycle is good,l a v a v r e l e ʃ e l o,train
lə̀vàvɾì lìcə̀lò,lə̀vàvɾì lìcə̀lò,n/a,l a v a v r ɛ l e ʃ e l o,train
lə̀vàvɾì lìcə̀lò,lə̀vàvɾì lìcə̀lò,n/a,l e v a v r e l e ʃ e l o,train
ɛ̀làɽà kə̀dɔ̀ŋnɔ́ lə́vàvɾà ùnɛ̀ɾɛ̀,ɛ̀làɽà kɔ̀dɔ̀ŋɔ̀nɔ́ lə́vàvɾà ùnɛ́ɾɛ́,It's the farmer who pushed the bicycle yesterday,ə l a l a k d̪ o ŋ k d̪ ə l v a v ɾ a w n ɛ ɾ,train
ɛ̀làɽà kə̀dɔ̀ŋnɔ́ lə́vàvɾà ùnɛ̀ɾɛ̀,ɛ̀làɽà kɔ̀dɔ̀ŋɔ̀nɔ́ lə́vàvɾà ùnɛ́ɾɛ́,n/a,e l a l a k d a ŋ d̪ a l v a v r a ʊ n e r e,train
àn ɛ́làɽà kə́dɔ̀ŋnɔ́ lə́vàvɾà,àn ɛ́làɽà kɔ́dɔ̀ŋɔ̀nɔ́ lə́vàvɾà,It's the farmer who pushed the bicycle,ɛ n e l a ɾ a k d̪ o ŋ ð ə l v a v r a,train
àn ɛ́làɽà kə́dɔ̀ŋnɔ́ lə́vàvɾà,àn ɛ́làɽà kɔ́dɔ̀ŋɔ̀nɔ́ lə́vàvɾà,n/a,n e l a l a k d d̪ a l v a v a,train
ɛ́làɽà kə́dɔ̀ŋðɔ́ lə́vàvɾà kə̀bɽánànǒ,ɛ́làɽà kə́dɔ̀ŋðɔ́ lə́vàvɾà kə̀bɽánànǒ,The farmer who pushed the bicycle is strong,ɛ l a l k d̪ a ŋ d̪ o l v a v a k b l a n a n ʊ,train
ɛ́làɽà kə́dɔ̀ŋðɔ́ lə́vàvɾà kə̀bɽánànò,ɛ́làɽà kə́dɔ̀ŋðɔ́ lə́vàvɾà kə̀mànìnɔ̀,The farmer who pushed the bicycle is strong,e l a l a k d a ŋ ð a l o a v a k b l a n a n o,train
kə̀bɽánànò,kə̀mànìnɔ̀,Parts of: the farmer who pushed the bicycle is strong,k b l a n a n o,train
kə̀bɽánànò,kə̀mànìnɔ̀,n/a,k b l a n a n o,train
lə̀vàvɾì lídɔ̀ŋðɔ́ ɛ́làɽà,lə̀vàvɾì lə́dɔ̀ŋðɔ́ ɛ́làɽà,"The bicycle, the farmer pushed it",v a v r ɛ l d d̪ ɔ e l a ɾ a,train
lə̀vàvɾì lɛ́dɔ̀ŋðɔ́ ɛ́làɽà,lə̀vàvɾì lɛ́ dɔ̀ŋðɔ́ ɛ́làɽà,"The bicycle, the farmer pushed it",l v a v r e l e d̪ a ŋ d̪ ɛ l a ɾ a,train
lə̀vàvɾì lɛ́dɔ̀ŋðɔ́ lá ɛ́làɽà,lə̀vàvɾì lɛ́ dɔ̀ŋðɔ́ lá ɛ́làɽà,"The bicycle, the farmer pushed it",l v a v r l e d̪ a d̪ a ð a e v a r a,train
ɛ̀làɽà kàdɔ́ŋðɛ̀ lə̀vàvɾà,ɛ̀làɽà kà dɔ́ŋðɛ̀ lə̀vàvɾà,The farmer pushed the bicycle (away),e l a l a k a d a ŋ ð e v r a,train
ɛ̀làɽà kàdɔ́ŋðɛ̀ lə̀vàvɾà,ɛ̀làɽà kà dɔ́ŋðɛ̀ lə̀vàvɾà,n/a,e l a l a k a d̪ a ð e l v a v r a,train
ɛ̀làɽà kàdɔ́ŋðɛ̀ lə̀vàvɾà,ɛ̀làɽà kà dɔ́ŋðɛ̀ lə̀vàvɾà,n/a,e l a l a k a d̪ a ð ə l v a v r a,train
ɛ̀làɽà kàdɔ́ŋðɛ̀ lə̀vàvɾà ùnɛ̀ɾɛ̀,ɛ̀làɽà kà dɔ́ŋðɛ̀ lə̀vàvɾà ùnɛ́ɾɛ́,The farmer pushed the bicycle (away) yesterday,e l a l a k a d̪ a ð e l v a v r a ɔ n e r e,train
ɛ̀làɽà kàdɔ́ŋðɛ̀ lə̀vàvɾà ùnɛ̀ɾɛ̀,ɛ̀làɽà kà dɔ́ŋðɛ̀ lə̀vàvɾà ùnɛ́ɾɛ́,n/a,e l a l a k a d̪ ð e l v a v ɾ a w n e ɾ e,train
àn ɛ́làɽà kádɔ́ŋðɛ̀ lə̀vàvɾà,àn ɛ́làɽà ká dɔ́ŋðɛ̀ lə̀vàvɾà,It's the farmer who pushed the bicycle away,ə n e l a l a k a d a ŋ ð ə l v a v r a,train
