,src,ref,mBART_hand_label_pred,canary_pred
425,ònì kicə̀lò,The basket is good.,This one is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1709, 2049, 1229, 1239, 1451, 1547, 2048]), text='The basket is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
426,wɛ́n kìcə̀lò,his wife is good,his wife is good,"Hypothesis(score=0.0, y_sequence=tensor([1308, 1476, 1320, 1238, 1156, 1221, 1211, 1266, 1192, 2027]), text='When it comes to animals', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
427,ɔ́lá kìcə̀lò,The flour residues are good.,The family is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1190, 2033, 1237, 1511, 1244, 1319, 1239, 1451, 1547, 2048]), text='The flour residue is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
428,ámál kìcə̀lò,The boy is good.,the boy is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1191, 1690, 1239, 1451, 1547, 2048]), text='The boy is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
429,lɛ̀mbré lìcə̀lò,The bedsheet is good.,the chin is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1191, 1911, 1550, 1239, 1451, 1547, 2048]), text='The breeze is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
430,ɔ̀mnɛ́ kìcə̀lò,"This enemy is good.
",The enemy is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1210, 1232, 2045, 1239, 1451, 1547, 2048]), text='The enemy is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
431,tòsò lìcə̀lò,This palm tree is good.,The coconut is good.,"Hypothesis(score=0.0, y_sequence=tensor([1294, 2031, 1699, 1219, 1203, 2037, 1239, 1451, 1547]), text='To bring them is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
432,àjén ìcə̀lò,"This hill is good.
",The hill is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1186, 1379, 1239, 1181, 1703]), text='The hill is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
433,àjín ìcə̀lò,"This Earth is good.
",The bowl is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1186, 1379, 1239, 1181, 1703]), text='The hill is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
434,ɜ́ɾú kìcə̀lò,"This water skin is good.
",This support pole for roof is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1292, 1213, 1239, 1451, 1547, 2048]), text='The hair is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
435,ŋɛ́ɲ ŋìcə̀lò,"The eggs are good.
",The eggs are good.,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1421, 2039, 1239, 1181, 1703]), text='the dog is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
436,nàì nìcə̀lò,"This sweet potato is good.
",The baskets are good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1175, 2039, 2039, 2027, 1480, 1181, 1703]), text='The eggs are nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
437,ŋɛ́n nìcə̀lò,"This dog is good.
",the dogs are good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1421, 2039, 1239, 1181, 1703]), text='the dog is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
438,ɲɛ́n ɲìcə̀lò,"The dogs are good.
",the dogs are good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1421, 2039, 2027, 1480, 1181, 1703]), text='the dogs are nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
439,ŋ̀rím ŋìcə̀lò,"This darkness is good.
",The rams are good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1421, 2039, 1239, 1181, 1703]), text='The dog is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
440,órá kìcə̀lò,"This child is good.
",the child is good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1175, 1174, 1239, 1451, 1547]), text='the ear is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
441,ùɽɟɛ̀n kìcə̀lò,"This calabash is good.
",The gourd is good.,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1951, 1227, 1178, 2036, 1239, 1451, 1547, 2048]), text='The calabash is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
442,ùjɛ̀l kìcə̀lò,"This photo is good.
",The ostrich is good,"Hypothesis(score=0.0, y_sequence=tensor([1203, 1162, 1257, 1161, 1239, 1451, 1547]), text='the person is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
443,jɔ̀ɽár jìcə̀lò,The tigers are good.,The tiger is good.,"Hypothesis(score=0.0, y_sequence=tensor([1315, 1386, 1257, 1205, 1156, 1272, 2034, 1364, 1480, 1451, 1547]), text='Cheers yesterday are good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
444,óɾó kìcə̀lò,"The support poles for roof are good.
",child is good,"Hypothesis(score=0.0, y_sequence=tensor([1315, 1252, 1179, 1239, 1451, 1547]), text='Color is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
445,wɛ́ ɛ́lɔ́ kàrt̪íŋǐ,Then God said to me,Then God said:,"Hypothesis(score=0.0, y_sequence=tensor([1294, 1476, 1328, 1547, 1317, 1244, 1221, 1301]), text='Then God said to me', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
446,kàɾó ŋ̀gɛ́lǎ ŋgíɲágɛ́ ɔ̀bðà nd̪ɔ̀bàgɛ́ kə̀rdɔ́ nə́rt̪á ŋáŋàl líŋcà,"he said you will go and meet him, he has some words to tell you",he said that the goats will bite each other tomorrow,"Hypothesis(score=0.0, y_sequence=tensor([2014, 1172, 1379, 1297, 1331, 1324, 1301, 1229, 1172, 1437, 1203, 1169,
        1609, 1451, 1185, 2012, 1179, 1209, 2044, 2048]), text='He will make you meet with the male goat tomorrow.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
447,kálú èrt̪á èrt̪á,in a place like this ,they will say something (far),"Hypothesis(score=0.0, y_sequence=tensor([2014, 1239, 1430, 1367, 1221, 1540, 1214, 1324, 1536, 1229, 2036, 1219]), text='He is about to tell you something', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
448,kə̀rdɔ́ ŋə́rtá ŋáŋàl lìŋcáló ŋɔ́ɲà r̀pí,"he has words to tell you, a lot",he has some words to tell you,"Hypothesis(score=0.0, y_sequence=tensor([1391, 1639, 1536, 2024, 1811, 1221, 1540, 1214, 1203, 2037, 1221, 1158,
        1390, 1746, 1221]), text='he has someone to tell them to speak to', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
449,cíló t̪ɔ́wə̀nì,be good now,Target now!,"Hypothesis(score=0.0, y_sequence=tensor([1288, 1167, 1746, 1203, 1316, 2039, 1901, 2117]), text='Break the log now!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
450,cìlá t̪ɔ́wə̀nì,be good now(far away),Climb now! (towards),"Hypothesis(score=0.0, y_sequence=tensor([1254, 1369, 2045, 2034, 1364, 1169, 1179, 2025, 1219]), text='Everyday morning', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
451,lìcə̀ló,they are good,good/weak,"Hypothesis(score=0.0, y_sequence=tensor([1239, 1181, 1703]), text='is nice', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
452,cùbó cìcə̀lò,The nut is good,Cough is good,"Hypothesis(score=0.0, y_sequence=tensor([1753, 1191, 1213, 2034, 1239, 1451, 1547, 2048]), text='The bird is good.', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
453,ŋàtá ɲùcò,taste the soup! (far),...they got fat,"Hypothesis(score=0.0, y_sequence=tensor([1294, 2026, 1331, 1158, 1727, 2117]), text='Take soup!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
454,láŋát̪ìðìt̪ɔ̀ kukuŋu ŋucɔ,they will taste Kuku's soup,they will taste each other's soup,"Hypothesis(score=0.0, y_sequence=tensor([1203, 2045, 1172, 1379, 1160, 1178, 1193, 1358, 2032, 2049, 2032, 2051,
        2027, 1158, 1727]), text=""they will taste Kuku's soup"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
455,kĺcí ɛɾaðɛ,spread the cloth!,Take the food from the basket,"Hypothesis(score=0.0, y_sequence=tensor([1215, 2038, 1167, 1212, 1203, 1172, 1815, 2117]), text='Spread the water!', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
456,ŋgákĺcàtà ɛɾaðɛ ɛɽɛ,(Kuku) will spread the cloth inside,He was given the bowl by the hare,"Hypothesis(score=0.0, y_sequence=tensor([1753, 2045, 1610, 1167, 1212, 1203, 1169, 1185, 2117, 2023, 2122, 2026,
        2044, 1364, 2121]), text='They spread the mat! (away)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
457,kúkú ŋgákĺcàtà ɛɾaðɛ ɛɽɛ,Kuku will spread the cloth inside,Kuku took care of my animals yesterday,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1610, 1167, 1212, 1203, 1172, 1815]), text='Kuku spread the water', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
458,ŋgákl̀càt̪ɔ́,(Kuku) will spread,He will be lost here.,"Hypothesis(score=0.0, y_sequence=tensor([1621, 1156, 2043, 1391, 1172, 1379, 1610, 1167, 1212, 1203, 1169, 1185,
        2023, 2122, 2036, 1302, 2121]), text='Yes, he will spread the mat (here)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
